user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,total_ad_revenue,total_iap_revenue,total_revenue
fbefbd4712ebaf5f39efa8bdd0b43903,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b320fb2b59c2c0134ef0477444890fbb,45.0,0.0,0.4371228236705065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4371228236705065,0.0,0.4371228236705065
24522ffd99123f45a49657b8cdd865ae,45.0,0.0,0.0,0.0,1.2272770255804062,0.0,0.2117654979228973,0.0,0.0547120086848735,0.0,1.493754532188177,0.0,1.493754532188177
b1d07ab9e07dd2d80c78ada2a82c93fb,45.0,1.0,0.0286895306780934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286895306780934,0.0,0.0286895306780934
5a5da931811f6984cd6a1c02a58490ae,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a35b989853d362786964ea923f7f2453,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d0022afc7240eb3f915a64f40ba2f9f,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5910a51199df077ffc76782fafa1db33,45.0,1.0,0.1121373849455267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1121373849455267,0.0,0.1121373849455267
875f402f1fa3033811be6358394c3486,45.0,0.0,0.0084058218635618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084058218635618,0.0,0.0084058218635618
9c88b71b497a19701fa88099cba2f700,45.0,0.0,0.0509260101243853,0.0,0.0353614522609859,0.0,0.0,0.0,0.0077689588069915,0.0,0.0940564211923627,0.0,0.0940564211923627
eff998487e3c47e0b4a913c96b531b7c,45.0,0.0,0.1303298233542591,0.0,0.0287757401820272,0.0,0.0,0.0,0.0,0.0,0.1591055635362863,0.0,0.1591055635362863
0d0c620aa8287eb191b3228891533541,45.0,0.0,0.0871696099638938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0871696099638938,0.0,0.0871696099638938
bf36154dc11dc7eac14bfa6453a25dd4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0f3dc30a1b0840b19d4105e89edd69af,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0c13bf9785e7016b731b506200159c95,45.0,1.0,0.0,0.0,0.1107325227931141,0.0,0.0,0.0,0.0,0.0,0.1107325227931141,0.0,0.1107325227931141
ee6dc936fc9a0eac8b76a59b26d368b8,45.0,0.0,0.003273980342783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003273980342783,0.0,0.003273980342783
78b3c71cd6fdfe3793e7276bc28000d6,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e7c554b0cda9b7e3f68173adc4b76fa1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
af845f32453b6d411039d165667fd3c2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732148ca3d87a53df3fa43f5a5f7d1bc,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
